doc,exp,sent_t,chain_t,umap_t,hdbscan_t,cluster_t
5587,allow_hierarchical,0,0.004,0.256,,0.003
5588,allow_hierarchical,0,0.004,0.269,,0.003
5589,allow_hierarchical,0,0.008,0.158,,0.003
5590,allow_hierarchical,0,0.005,0.234,,0.003
5591,allow_hierarchical,0,0.007,0.19,,0.004
5592,allow_hierarchical,0,0.005,0.205,,0.004
5593,allow_hierarchical,0,0.012,0.362,,0.005
5594,allow_hierarchical,0,0.004,0.126,,0.002
5595,allow_hierarchical,0,0.006,0.217,,0.004
5596,allow_hierarchical,0,0.001,0.068,,0.003
5597,allow_hierarchical,0,0.001,0.105,,0.003
5598,allow_hierarchical,0,0.004,0.141,,0.002
5599,allow_hierarchical,0,0.001,0.098,,0.003
5600,allow_hierarchical,0,0.004,0.109,,0.003
5601,allow_hierarchical,0,0.003,0.135,,0.002
5602,allow_hierarchical,0,0.003,0.163,,0.003
5603,allow_hierarchical,0,0.019,0.357,,0.006
5604,allow_hierarchical,0,0.0,0.079,,0.002
5605,allow_hierarchical,0,0.0,0.084,,0.002
5606,allow_hierarchical,0,0.007,0.312,,0.005
5607,allow_hierarchical,0,0.003,0.152,,0.002
5608,allow_hierarchical,0,0.008,0.154,,0.003
5609,allow_hierarchical,0,0.004,0.096,,0.002
5610,allow_hierarchical,0,0.002,0.093,,0.002
5611,allow_hierarchical,0,0.004,0.138,,0.003
5612,allow_hierarchical,0,0.0,0.105,,0.002
5613,allow_hierarchical,0,0.0,0.104,,0.003
5614,allow_hierarchical,0,0.001,0.085,,0.003
5615,allow_hierarchical,0,0.002,0.093,,0.002
5616,allow_hierarchical,0,0.006,0.163,,0.002
5617,allow_hierarchical,0,0.001,0.116,,0.002
5618,allow_hierarchical,0,0.004,0.095,,0.002
5619,allow_hierarchical,0,0.003,0.157,,0.002
5620,allow_hierarchical,0,0.002,0.137,,0.003
5621,allow_hierarchical,0,0.002,0.139,,0.002
5622,allow_hierarchical,0,0.003,0.079,,0.002
5623,allow_hierarchical,0,0.006,0.125,,0.002
5624,allow_hierarchical,0,0.002,0.096,,0.003
5625,allow_hierarchical,0,0.005,0.125,,0.002
5626,allow_hierarchical,0,0.006,0.218,,0.003
5627,allow_hierarchical,0,0.001,0.086,,0.002
5628,allow_hierarchical,0,0.006,0.16,,0.002
5629,allow_hierarchical,0,0.004,0.146,,0.002
5630,allow_hierarchical,0,0.0,0.062,,0.002
5631,allow_hierarchical,0,0.005,0.109,,0.002
5632,allow_hierarchical,0,0.001,0.095,,0.003
5633,allow_hierarchical,0,0.0,0.063,,0.001
5634,allow_hierarchical,0,0.001,0.076,,0.003
5635,allow_hierarchical,0,0.004,0.152,,0.004
5636,allow_hierarchical,0,0.007,0.223,,0.004
5637,allow_hierarchical,0,0.007,0.219,,0.003
5638,allow_hierarchical,0,0.0,0.062,,0.002
5639,allow_hierarchical,0,0.002,0.088,,0.003
5640,allow_hierarchical,0,0.003,0.09,,0.002
5641,allow_hierarchical,0,0.002,0.076,,0.001
5642,allow_hierarchical,0,0.001,0.107,,0.002
5643,allow_hierarchical,0,0.005,0.109,,0.003
5644,allow_hierarchical,0,0.005,0.244,,0.004
5645,allow_hierarchical,0,0.001,0.158,,0.003
5646,allow_hierarchical,0,0.001,0.069,,0.002
5647,allow_hierarchical,0,0.003,0.102,,0.002
5648,allow_hierarchical,0,0.016,0.32,,0.006
5649,allow_hierarchical,0,0.002,0.086,,0.002
5650,allow_hierarchical,0,0.007,0.284,,0.005
5651,allow_hierarchical,0,0.003,0.089,,0.002
5652,allow_hierarchical,0,0.005,0.18,,0.003
5653,allow_hierarchical,0,0.003,0.159,,0.003
5654,allow_hierarchical,0,0.001,0.086,,0.003
5655,allow_hierarchical,0,0.002,0.145,,0.002
5656,allow_hierarchical,0,0.005,0.123,,0.002
5657,allow_hierarchical,0,0.01,0.445,,0.005
5658,allow_hierarchical,0,0.008,0.08,,0.003
5659,allow_hierarchical,0,0.001,0.135,,0.002
5660,allow_hierarchical,0,0.001,0.092,,0.003
5661,allow_hierarchical,0,0.0,0.034,,0.002
5662,allow_hierarchical,0,0.004,0.213,,0.003
5663,allow_hierarchical,0,0.001,0.098,,0.002
5664,allow_hierarchical,0,0.005,0.189,,0.002
5665,allow_hierarchical,0,0.0,0.022,,0.001
5666,allow_hierarchical,0,0.001,0.113,,0.002
5667,allow_hierarchical,0,0.009,0.126,,0.003
5668,allow_hierarchical,0,0.011,0.245,,0.004
5669,allow_hierarchical,0,0.006,0.226,,0.005
5670,allow_hierarchical,0,0.003,0.114,,0.003
5671,allow_hierarchical,0,0.007,0.13,,0.002
5672,allow_hierarchical,0,0.005,0.211,,0.004
5673,allow_hierarchical,0,0.005,0.08,,0.002
5674,allow_hierarchical,0,0.005,0.144,,0.003
5675,allow_hierarchical,0,0.009,0.216,,0.004
5676,allow_hierarchical,0,0.007,0.159,,0.004
5677,allow_hierarchical,0,0.022,0.661,,0.009
5678,allow_hierarchical,0,0.004,0.106,,0.002
5679,allow_hierarchical,0,0.005,0.231,,0.003
5680,allow_hierarchical,0,0.01,0.226,,0.002
5681,allow_hierarchical,0,0.029,0.167,,0.002
5682,allow_hierarchical,0,0.01,0.169,,0.002
5684,allow_hierarchical,0,0.003,0.081,,0.002
5685,allow_hierarchical,0,0.005,0.262,,0.003
5686,allow_hierarchical,0,0.012,0.39,,0.006
5687,allow_hierarchical,0,0.0,0.145,,0.003
5688,allow_hierarchical,0,0.012,0.421,,0.008
5689,allow_hierarchical,0,0.001,0.125,,0.007
5690,allow_hierarchical,0,0.002,0.098,,0.002
5691,allow_hierarchical,0,0.003,0.136,,0.003
5692,allow_hierarchical,0,0.001,0.077,,0.002
5693,allow_hierarchical,0,0.004,0.105,,0.002
5694,allow_hierarchical,0,0.004,0.094,,0.003
5695,allow_hierarchical,0,0.003,0.073,,0.003
5696,allow_hierarchical,0,0.001,0.093,,0.003
5697,allow_hierarchical,0,0.002,0.142,,0.003
5698,allow_hierarchical,0,0.0,0.063,,0.001
5699,allow_hierarchical,0,0.003,0.119,,0.002
5700,allow_hierarchical,0,0.0,0.047,,0.002
5701,allow_hierarchical,0,0.007,0.304,,0.004
5702,allow_hierarchical,0,0.001,0.089,,0.003
5703,allow_hierarchical,0,0.002,0.101,,0.003
5704,allow_hierarchical,0,0.001,0.068,,0.003
5705,allow_hierarchical,0,0.002,0.117,,0.003
5706,allow_hierarchical,0,0.003,0.151,,0.002
5707,allow_hierarchical,0,0.005,0.112,,0.002
5708,allow_hierarchical,0,0.002,0.074,,0.002
5709,allow_hierarchical,0,0.003,0.094,,0.003
5710,allow_hierarchical,0,0.001,0.103,,0.003
5711,allow_hierarchical,0,0.01,0.249,,0.005
5712,allow_hierarchical,0,0.003,0.14,,0.002
5713,allow_hierarchical,0,0.002,0.121,,0.002
5714,allow_hierarchical,0,0.003,0.089,,0.002
5715,allow_hierarchical,0,0.003,0.118,,0.002
5716,allow_hierarchical,0,0.002,0.119,,0.002
5717,allow_hierarchical,0,0.017,0.312,,0.004
5718,allow_hierarchical,0,0.001,0.086,,0.002
5719,allow_hierarchical,0,0.017,0.419,,0.007
5720,allow_hierarchical,0,0.004,0.144,,0.003
5721,allow_hierarchical,0,0.024,0.308,,0.005
5722,allow_hierarchical,0,0.0,0.013,,0.001
5723,allow_hierarchical,0,0.002,0.107,,0.002
5724,allow_hierarchical,0,0.001,0.07,,0.002
5725,allow_hierarchical,0,0.002,0.11,,0.002
5726,allow_hierarchical,0,0.002,0.13,,0.002
5727,allow_hierarchical,0,0.003,0.14,,0.003
5728,allow_hierarchical,0,0.001,0.125,,0.002
5729,allow_hierarchical,0,0.001,0.062,,0.002
5730,allow_hierarchical,0,0.002,0.083,,0.002
5731,allow_hierarchical,0,0.001,0.084,,0.003
5732,allow_hierarchical,0,0.002,0.092,,0.002
5733,allow_hierarchical,0,0.003,0.104,,0.003
5734,allow_hierarchical,0,0.005,0.236,,0.004
5736,allow_hierarchical,0,0.001,0.082,,0.002
5737,allow_hierarchical,0,0.004,0.127,,0.003
5738,allow_hierarchical,0,0.002,0.077,,0.002
5739,allow_hierarchical,0,0.002,0.153,,0.002
5740,allow_hierarchical,0,0.005,0.24,,0.005
5741,allow_hierarchical,0,0.004,0.162,,0.002
5742,allow_hierarchical,0,0.007,0.154,,0.003
5743,allow_hierarchical,0,0.003,0.136,,0.004
5744,allow_hierarchical,0,0.002,0.082,,0.002
5745,allow_hierarchical,0,0.003,0.129,,0.003
5746,allow_hierarchical,0,0.0,0.072,,0.003
5747,allow_hierarchical,0,0.003,0.122,,0.003
5748,allow_hierarchical,0,0.005,0.116,,0.003
5749,allow_hierarchical,0,0.001,0.077,,0.002
5750,allow_hierarchical,0,0.004,0.137,,0.003
5751,allow_hierarchical,0,0.003,0.091,,0.002
5752,allow_hierarchical,0,0.004,0.136,,0.002
5753,allow_hierarchical,0,0.001,0.122,,0.002
5754,allow_hierarchical,0,0.002,0.082,,0.002
5755,allow_hierarchical,0,0.001,0.068,,0.002
5756,allow_hierarchical,0,0.002,0.067,,0.002
5757,allow_hierarchical,0,0.002,0.073,,0.002
5758,allow_hierarchical,0,0.005,0.145,,0.002
5759,allow_hierarchical,0,0.004,0.119,,0.003
5760,allow_hierarchical,0,0.01,0.159,,0.003
5761,allow_hierarchical,0,0.004,0.235,,0.004
5762,allow_hierarchical,0,0.004,0.077,,0.002
5763,allow_hierarchical,0,0.003,0.174,,0.003
5764,allow_hierarchical,0,0.006,0.166,,0.002
5765,allow_hierarchical,0,0.006,0.177,,0.004
5766,allow_hierarchical,0,0.008,0.141,,0.003
5767,allow_hierarchical,0,0.004,0.103,,0.003
5768,allow_hierarchical,0,0.001,0.071,,0.002
5769,allow_hierarchical,0,0.006,0.107,,0.002
5770,allow_hierarchical,0,0.0,0.053,,0.002
5771,allow_hierarchical,0,0.012,0.379,,0.007
5772,allow_hierarchical,0,0.001,0.075,,0.002
5773,allow_hierarchical,0,0.008,0.276,,0.003
5774,allow_hierarchical,0,0.002,0.076,,0.002
5775,allow_hierarchical,0,0.004,0.094,,0.002
5776,allow_hierarchical,0,0.003,0.112,,0.002
5777,allow_hierarchical,0,0.007,0.129,,0.002
5778,allow_hierarchical,0,0.002,0.091,,0.002
5779,allow_hierarchical,0,0.002,0.075,,0.002
5780,allow_hierarchical,0,0.001,0.101,,0.003
5781,allow_hierarchical,0,0.007,0.135,,0.003
5782,allow_hierarchical,0,0.002,0.076,,0.002
5783,allow_hierarchical,0,0.007,0.135,,0.003
5784,allow_hierarchical,0,0.007,0.151,,0.002
5785,allow_hierarchical,0,0.006,0.139,,0.002
5786,allow_hierarchical,0,0.002,0.068,,0.002
5787,allow_hierarchical,0,0.004,0.121,,0.003
5788,allow_hierarchical,0,0.003,0.152,,0.003
5789,allow_hierarchical,0,0.008,0.281,,0.005
5790,allow_hierarchical,0,0.004,0.08,,0.003
5791,allow_hierarchical,0,0.0,0.071,,0.002
5792,allow_hierarchical,0,0.002,0.087,,0.003
5793,allow_hierarchical,0,0.004,0.288,,0.014
5794,allow_hierarchical,0,0.003,0.09,,0.002
5795,allow_hierarchical,0,0.002,0.111,,0.002
5796,allow_hierarchical,0,0.009,0.134,,0.004
5797,allow_hierarchical,0,0.008,0.247,,0.008
5798,allow_hierarchical,0,0.002,0.143,,0.003
5799,allow_hierarchical,0,0.01,0.604,,0.006
5800,allow_hierarchical,0,0.003,0.12,,0.003
5801,allow_hierarchical,0,0.006,0.186,,0.003
5802,allow_hierarchical,0,0.007,0.191,,0.004
5803,allow_hierarchical,0,0.002,0.148,,0.003
5804,allow_hierarchical,0,0.017,0.135,,0.003
5805,allow_hierarchical,0,0.007,0.078,,0.002
5806,allow_hierarchical,0,0.002,0.094,,0.002
5807,allow_hierarchical,0,0.006,0.125,,0.003
5808,allow_hierarchical,0,0.0,0.081,,0.002
5809,allow_hierarchical,0,0.0,0.086,,0.002
5810,allow_hierarchical,0,0.003,0.085,,0.002
5811,allow_hierarchical,0,0.005,0.105,,0.002
5812,allow_hierarchical,0,0.001,0.136,,0.003
5813,allow_hierarchical,0,0.002,0.089,,0.003
5814,allow_hierarchical,0,0.002,0.138,,0.003
5815,allow_hierarchical,0,0.001,0.123,,0.003
5816,allow_hierarchical,0,0.004,0.087,,0.003
5817,allow_hierarchical,0,0.001,0.085,,0.002
5818,allow_hierarchical,0,0.004,0.146,,0.003
5819,allow_hierarchical,0,0.002,0.09,,0.002
5820,allow_hierarchical,0,0.004,0.143,,0.004
5821,allow_hierarchical,0,0.003,0.099,,0.002
5822,allow_hierarchical,0,0.0,0.069,,0.002
5823,allow_hierarchical,0,0.005,0.201,,0.004
5824,allow_hierarchical,0,0.001,0.09,,0.003
5825,allow_hierarchical,0,0.004,0.177,,0.003
5826,allow_hierarchical,0,0.004,0.172,,0.003
5827,allow_hierarchical,0,0.01,0.252,,0.003
5828,allow_hierarchical,0,0.007,0.184,,0.004
5829,allow_hierarchical,0,0.014,0.281,,0.004
5830,allow_hierarchical,0,0.007,0.16,,0.002
5831,allow_hierarchical,0,0.012,0.249,,0.009
5832,allow_hierarchical,0,0.001,0.104,,0.002
5833,allow_hierarchical,0,0.003,0.147,,0.003
5834,allow_hierarchical,0,0.001,0.097,,0.002
5835,allow_hierarchical,0,0.003,0.256,,0.003
5836,allow_hierarchical,0,0.0,0.083,,0.002
5837,allow_hierarchical,0,0.016,0.492,,0.009
5838,allow_hierarchical,0,0.005,0.256,,0.003
5839,allow_hierarchical,0,0.012,0.361,,0.004
5841,allow_hierarchical,0,0.013,0.274,,0.003
5842,allow_hierarchical,0,0.032,0.125,,0.002
5843,allow_hierarchical,0,0.001,0.104,,0.003
5844,allow_hierarchical,0,0.003,0.088,,0.003
5845,allow_hierarchical,0,0.005,0.18,,0.003
5846,allow_hierarchical,0,0.01,0.248,,0.004
5847,allow_hierarchical,0,0.003,0.081,,0.003
5848,allow_hierarchical,0,0.004,0.2,,0.004
5849,allow_hierarchical,0,0.001,0.067,,0.002
5850,allow_hierarchical,0,0.003,0.107,,0.003
5851,allow_hierarchical,0,0.006,0.158,,0.002
5852,allow_hierarchical,0,0.012,0.114,,0.003
5853,allow_hierarchical,0,0.003,0.102,,0.002
5854,allow_hierarchical,0,0.002,0.128,,0.002
5855,allow_hierarchical,0,0.005,0.172,,0.003
5856,allow_hierarchical,0,0.001,0.093,,0.002
5857,allow_hierarchical,0,0.005,0.192,,0.004
5858,allow_hierarchical,0,0.004,0.167,,0.003
5859,allow_hierarchical,0,0.023,0.398,,0.005
5860,allow_hierarchical,0,0.001,0.079,,0.002
5861,allow_hierarchical,0,0.001,0.107,,0.003
5862,allow_hierarchical,0,0.001,0.127,,0.003
5863,allow_hierarchical,0,0.008,0.269,,0.005
5864,allow_hierarchical,0,0.001,0.101,,0.002
5865,allow_hierarchical,0,0.001,0.072,,0.002
5866,allow_hierarchical,0,0.002,0.068,,0.002
5867,allow_hierarchical,0,0.0,0.079,,0.002
5868,allow_hierarchical,0,0.003,0.172,,0.003
5869,allow_hierarchical,0,0.003,0.093,,0.003
5870,allow_hierarchical,0,0.008,0.142,,0.002
5871,allow_hierarchical,0,0.004,0.262,,0.005
5872,allow_hierarchical,0,0.003,0.144,,0.004
5873,allow_hierarchical,0,0.01,0.223,,0.003
5874,allow_hierarchical,0,0.006,0.154,,0.003
5875,allow_hierarchical,0,0.005,0.088,,0.003
5876,allow_hierarchical,0,0.005,0.109,,0.002
5877,allow_hierarchical,0,0.003,0.14,,0.002
5878,allow_hierarchical,0,0.001,0.055,,0.001
5879,allow_hierarchical,0,0.0,0.092,,0.003
5880,allow_hierarchical,0,0.001,0.102,,0.002
5881,allow_hierarchical,0,0.003,0.093,,0.003
5882,allow_hierarchical,0,0.005,0.234,,0.003
5883,allow_hierarchical,0,0.001,0.088,,0.003
5884,allow_hierarchical,0,0.005,0.132,,0.003
5885,allow_hierarchical,0,0.005,0.244,,0.003
5886,allow_hierarchical,0,0.002,0.171,,0.002
5887,allow_hierarchical,0,0.0,0.032,,0.001
5888,allow_hierarchical,0,0.004,0.164,,0.003
5889,allow_hierarchical,0,0.004,0.165,,0.002
5890,allow_hierarchical,0,0.005,0.213,,0.003
5891,allow_hierarchical,0,0.004,0.131,,0.003
5892,allow_hierarchical,0,0.005,0.142,,0.003
5893,allow_hierarchical,0,0.003,0.127,,0.002
5894,allow_hierarchical,0,0.004,0.106,,0.002
5895,allow_hierarchical,0,0.002,0.114,,0.002
5896,allow_hierarchical,0,0.003,0.144,,0.003
5897,allow_hierarchical,0,0.0,0.08,,0.002
5898,allow_hierarchical,0,0.006,0.276,,0.004
5899,allow_hierarchical,0,0.006,0.115,,0.003
5900,allow_hierarchical,0,0.003,0.129,,0.003
5901,allow_hierarchical,0,0.007,0.203,,0.003
5902,allow_hierarchical,0,0.009,0.19,,0.003
5903,allow_hierarchical,0,0.002,0.152,,0.002
5904,allow_hierarchical,0,0.001,0.081,,0.002
5905,allow_hierarchical,0,0.011,0.198,,0.005
5906,allow_hierarchical,0,0.002,0.107,,0.003
5907,allow_hierarchical,0,0.005,0.169,,0.003
5908,allow_hierarchical,0,0.004,0.092,,0.002
5909,allow_hierarchical,0,0.0,0.075,,0.002
5910,allow_hierarchical,0,0.008,0.251,,0.003
5911,allow_hierarchical,0,0.007,0.214,,0.004
5912,allow_hierarchical,0,0.003,0.151,,0.004
5913,allow_hierarchical,0,0.008,0.19,,0.002
5914,allow_hierarchical,0,0.007,0.138,,0.003
5915,allow_hierarchical,0,0.003,0.109,,0.002
5916,allow_hierarchical,0,0.004,0.171,,0.007
5917,allow_hierarchical,0,0.001,0.108,,0.003
5918,allow_hierarchical,0,0.002,0.096,,0.002
5919,allow_hierarchical,0,0.001,0.201,,0.003
5920,allow_hierarchical,0,0.0,0.108,,0.003
5921,allow_hierarchical,0,0.009,0.545,,0.008
5922,allow_hierarchical,0,0.014,0.299,,0.007
5923,allow_hierarchical,0,0.009,0.198,,0.009
5924,allow_hierarchical,0,0.016,0.225,,0.007
5925,allow_hierarchical,0,0.013,0.683,,0.01
5926,allow_hierarchical,0,0.0,0.203,,0.003
5927,allow_hierarchical,0,0.009,0.247,,0.004
5928,allow_hierarchical,0,0.01,0.174,,0.003
5929,allow_hierarchical,0,0.002,0.11,,0.002
5930,allow_hierarchical,0,0.009,0.267,,0.004
5931,allow_hierarchical,0,0.006,0.409,,0.006
5932,allow_hierarchical,0,0.007,0.185,,0.004
5933,allow_hierarchical,0,0.001,0.145,,0.003
5934,allow_hierarchical,0,0.001,0.094,,0.003
5935,allow_hierarchical,0,0.003,0.107,,0.003
5936,allow_hierarchical,0,0.002,0.124,,0.003
5937,allow_hierarchical,0,0.004,0.158,,0.003
5938,allow_hierarchical,0,0.006,0.103,,0.003
5939,allow_hierarchical,0,0.02,0.358,,0.004
5940,allow_hierarchical,0,0.023,0.347,,0.004
5941,allow_hierarchical,0,0.001,0.081,,0.003
5942,allow_hierarchical,0,0.001,0.09,,0.002
5943,allow_hierarchical,0,0.002,0.129,,0.003
5944,allow_hierarchical,0,0.004,0.115,,0.003
5945,allow_hierarchical,0,0.009,0.259,,0.005
5946,allow_hierarchical,0,0.006,0.153,,0.003
5947,allow_hierarchical,0,0.001,0.093,,0.003
5948,allow_hierarchical,0,0.007,0.174,,0.003
5949,allow_hierarchical,0,0.007,0.217,,0.004
5950,allow_hierarchical,0,0.02,0.276,,0.004
5951,allow_hierarchical,0,0.005,0.133,,0.003
5952,allow_hierarchical,0,0.008,0.1,,0.003
5953,allow_hierarchical,0,0.007,0.318,,0.015
5954,allow_hierarchical,0,0.003,0.148,,0.002
5955,allow_hierarchical,0,0.008,0.347,,0.003
5956,allow_hierarchical,0,0.004,0.174,,0.008
5957,allow_hierarchical,0,0.018,0.826,,0.009
5958,allow_hierarchical,0,0.013,0.312,,0.003
5959,allow_hierarchical,0,0.002,0.104,,0.003
5960,allow_hierarchical,0,0.012,0.22,,0.002
5961,allow_hierarchical,0,0.001,0.124,,0.002
5962,allow_hierarchical,0,0.033,0.173,,0.004
5963,allow_hierarchical,0,0.008,0.196,,0.005
5964,allow_hierarchical,0,0.002,0.072,,0.002
5965,allow_hierarchical,0,0.004,0.157,,0.004
5966,allow_hierarchical,0,0.002,0.086,,0.004
5967,allow_hierarchical,0,0.004,0.148,,0.002
5968,allow_hierarchical,0,0.004,0.11,,0.002
5969,allow_hierarchical,0,0.0,0.066,,0.002
5970,allow_hierarchical,0,0.024,0.769,,0.01
5971,allow_hierarchical,0,0.007,0.258,,0.003
5972,allow_hierarchical,0,0.003,0.143,,0.007
5973,allow_hierarchical,0,0.006,0.262,,0.004
5974,allow_hierarchical,0,0.001,0.195,,0.003
5975,allow_hierarchical,0,0.027,0.431,,0.005
5976,allow_hierarchical,0,0.021,0.325,,0.004
5977,allow_hierarchical,0,0.006,0.231,,0.004
5978,allow_hierarchical,0,0.011,0.205,,0.003
5979,allow_hierarchical,0,0.003,0.183,,0.004
5980,allow_hierarchical,0,0.003,0.159,,0.002
5981,allow_hierarchical,0,0.003,0.076,,0.002
5982,allow_hierarchical,0,0.0,0.046,,0.002
5983,allow_hierarchical,0,0.006,0.14,,0.004
5984,allow_hierarchical,0,0.002,0.093,,0.002
5985,allow_hierarchical,0,0.001,0.117,,0.002
5986,allow_hierarchical,0,0.001,0.066,,0.002
5987,allow_hierarchical,0,0.004,0.145,,0.003
5988,allow_hierarchical,0,0.004,0.096,,0.002
5989,allow_hierarchical,0,0.017,0.354,,0.005
5990,allow_hierarchical,0,0.0,0.08,,0.003
5991,allow_hierarchical,0,0.006,0.102,,0.003
5992,allow_hierarchical,0,0.0,0.085,,0.003
5993,allow_hierarchical,0,0.015,0.399,,0.008
5994,allow_hierarchical,0,0.001,0.108,,0.003
5995,allow_hierarchical,0,0.002,0.092,,0.003
5996,allow_hierarchical,0,0.002,0.147,,0.003
5997,allow_hierarchical,0,0.002,0.112,,0.004
5998,allow_hierarchical,0,0.007,0.267,,0.005
5999,allow_hierarchical,0,0.004,0.143,,0.003
6000,allow_hierarchical,0,0.019,0.288,,0.003
6001,allow_hierarchical,0,0.005,0.152,,0.004
6002,allow_hierarchical,0,0.012,0.449,,0.005
6003,allow_hierarchical,0,0.001,0.09,,0.003
6004,allow_hierarchical,0,0.0,0.014,,0.002
6005,allow_hierarchical,0,0.005,0.151,,0.003
6006,allow_hierarchical,0,0.019,0.251,,0.005
6007,allow_hierarchical,0,0.019,0.171,,0.004
6008,allow_hierarchical,0,0.009,0.158,,0.003
6009,allow_hierarchical,0,0.004,0.128,,0.002
6010,allow_hierarchical,0,0.003,0.073,,0.002
6011,allow_hierarchical,0,0.008,0.159,,0.002
6012,allow_hierarchical,0,0.002,0.089,,0.002
6013,allow_hierarchical,0,0.016,0.27,,0.005
6014,allow_hierarchical,0,0.007,0.077,,0.002
6015,allow_hierarchical,0,0.005,0.121,,0.003
6016,allow_hierarchical,0,0.007,0.285,,0.004
6017,allow_hierarchical,0,0.0,0.069,,0.002
6018,allow_hierarchical,0,0.004,0.246,,0.003
6019,allow_hierarchical,0,0.0,0.078,,0.003
6020,allow_hierarchical,0,0.004,0.112,,0.003
6021,allow_hierarchical,0,0.0,0.011,,0.001
6022,allow_hierarchical,0,0.008,0.143,,0.003
6023,allow_hierarchical,0,0.005,0.203,,0.002
6024,allow_hierarchical,0,0.006,0.109,,0.002
6025,allow_hierarchical,0,0.008,0.237,,0.003
6026,allow_hierarchical,0,0.004,0.105,,0.002
6027,allow_hierarchical,0,0.005,0.21,,0.007
6028,allow_hierarchical,0,0.026,0.621,,0.006
6029,allow_hierarchical,0,0.0,0.069,,0.003
6030,allow_hierarchical,0,0.0,0.103,,0.003
6031,allow_hierarchical,0,0.009,0.38,,0.004
6032,allow_hierarchical,0,0.003,0.088,,0.007
6033,allow_hierarchical,0,0.016,0.352,,0.003
6034,allow_hierarchical,0,0.015,0.568,,0.005
6035,allow_hierarchical,0,0.003,0.168,,0.003
6036,allow_hierarchical,0,0.002,0.178,,0.003
6037,allow_hierarchical,0,0.004,0.117,,0.002
6038,allow_hierarchical,0,0.001,0.098,,0.003
6039,allow_hierarchical,0,0.002,0.101,,0.003
6040,allow_hierarchical,0,0.003,0.086,,0.002
6041,allow_hierarchical,0,0.003,0.185,,0.004
6042,allow_hierarchical,0,0.005,0.11,,0.003
6043,allow_hierarchical,0,0.005,0.162,,0.003
6044,allow_hierarchical,0,0.003,0.112,,0.003
6045,allow_hierarchical,0,0.004,0.102,,0.002
6046,allow_hierarchical,0,0.006,0.23,,0.003
6047,allow_hierarchical,0,0.003,0.098,,0.002
6048,allow_hierarchical,0,0.006,0.269,,0.006
6049,allow_hierarchical,0,0.003,0.106,,0.002
6050,allow_hierarchical,0,0.0,0.069,,0.002
6051,allow_hierarchical,0,0.006,0.145,,0.004
6052,allow_hierarchical,0,0.001,0.08,,0.002
6053,allow_hierarchical,0,0.002,0.099,,0.003
6054,allow_hierarchical,0,0.002,0.063,,0.002
6055,allow_hierarchical,0,0.003,0.192,,0.003
6056,allow_hierarchical,0,0.003,0.084,,0.002
6057,allow_hierarchical,0,0.003,0.15,,0.002
6058,allow_hierarchical,0,0.002,0.082,,0.003
6059,allow_hierarchical,0,0.005,0.179,,0.003
6060,allow_hierarchical,0,0.006,0.25,,0.005
6061,allow_hierarchical,0,0.002,0.11,,0.002
6062,allow_hierarchical,0,0.004,0.147,,0.003
6063,allow_hierarchical,0,0.003,0.209,,0.004
6064,allow_hierarchical,0,0.002,0.082,,0.002
6065,allow_hierarchical,0,0.0,0.092,,0.002
6066,allow_hierarchical,0,0.008,0.135,,0.003
6067,allow_hierarchical,0,0.002,0.11,,0.003
6068,allow_hierarchical,0,0.001,0.114,,0.003
6069,allow_hierarchical,0,0.001,0.095,,0.002
6070,allow_hierarchical,0,0.01,0.126,,0.003
6071,allow_hierarchical,0,0.008,0.147,,0.003
6072,allow_hierarchical,0,0.01,0.246,,0.003
6073,allow_hierarchical,0,0.003,0.085,,0.002
6074,allow_hierarchical,0,0.005,0.107,,0.003
6075,allow_hierarchical,0,0.005,0.183,,0.003
6076,allow_hierarchical,0,0.001,0.089,,0.002
6077,allow_hierarchical,0,0.0,0.062,,0.002
6078,allow_hierarchical,0,0.005,0.14,,0.002
6079,allow_hierarchical,0,0.001,0.077,,0.002
6080,allow_hierarchical,0,0.001,0.067,,0.002
6081,allow_hierarchical,0,0.0,0.061,,0.002
6082,allow_hierarchical,0,0.005,0.169,,0.003
6083,allow_hierarchical,0,0.001,0.091,,0.002
6084,allow_hierarchical,0,0.001,0.074,,0.002
6085,allow_hierarchical,0,0.003,0.118,,0.004
6086,allow_hierarchical,0,0.006,0.247,,0.003
6087,allow_hierarchical,0,0.005,0.147,,0.003
6088,allow_hierarchical,0,0.005,0.143,,0.003
6089,allow_hierarchical,0,0.002,0.153,,0.004
6090,allow_hierarchical,0,0.008,0.167,,0.003
6091,allow_hierarchical,0,0.004,0.133,,0.003
6092,allow_hierarchical,0,0.051,0.495,,0.007
6093,allow_hierarchical,0,0.004,0.106,,0.002
6094,allow_hierarchical,0,0.005,0.227,,0.006
6095,allow_hierarchical,0,0.0,0.075,,0.003
6096,allow_hierarchical,0,0.005,0.233,,0.004
6097,allow_hierarchical,0,0.008,0.524,,0.006
6098,allow_hierarchical,0,0.003,0.192,,0.003
6099,allow_hierarchical,0,0.0,0.087,,0.004
6100,allow_hierarchical,0,0.009,0.139,,0.002
6101,allow_hierarchical,0,0.009,0.314,,0.004
6102,allow_hierarchical,0,0.0,0.056,,0.002
6103,allow_hierarchical,0,0.0,0.068,,0.002
6104,allow_hierarchical,0,0.005,0.202,,0.004
6105,allow_hierarchical,0,0.029,0.693,,0.005
6106,allow_hierarchical,0,0.007,0.249,,0.004
