doc,exp,sent_t,chain_t,umap_t,hdbscan_t,cluster_t
5066,allow_hierarchical,0,0.009,0.205,,0.003
5067,allow_hierarchical,0,0.002,0.077,,0.002
5068,allow_hierarchical,0,0.007,0.172,,0.003
5069,allow_hierarchical,0,0.004,0.118,,0.002
5070,allow_hierarchical,0,0.001,0.093,,0.002
5071,allow_hierarchical,0,0.002,0.127,,0.002
5072,allow_hierarchical,0,0.012,0.233,,0.005
5073,allow_hierarchical,0,0.003,0.082,,0.002
5074,allow_hierarchical,0,0.005,0.174,,0.002
5075,allow_hierarchical,0,0.001,0.076,,0.002
5076,allow_hierarchical,0,0.004,0.247,,0.004
5077,allow_hierarchical,0,0.003,0.133,,0.002
5078,allow_hierarchical,0,0.0,0.087,,0.002
5079,allow_hierarchical,0,0.001,0.066,,0.002
5080,allow_hierarchical,0,0.0,0.07,,0.002
5081,allow_hierarchical,0,0.002,0.155,,0.002
5082,allow_hierarchical,0,0.003,0.091,,0.002
5083,allow_hierarchical,0,0.005,0.142,,0.004
5084,allow_hierarchical,0,0.0,0.079,,0.002
5085,allow_hierarchical,0,0.003,0.137,,0.002
5086,allow_hierarchical,0,0.001,0.068,,0.002
5087,allow_hierarchical,0,0.002,0.069,,0.002
5088,allow_hierarchical,0,0.002,0.103,,0.003
5089,allow_hierarchical,0,0.001,0.076,,0.002
5090,allow_hierarchical,0,0.001,0.085,,0.003
5091,allow_hierarchical,0,0.004,0.191,,0.004
5092,allow_hierarchical,0,0.006,0.077,,0.002
5093,allow_hierarchical,0,0.001,0.09,,0.003
5094,allow_hierarchical,0,0.006,0.095,,0.002
5095,allow_hierarchical,0,0.003,0.168,,0.002
5096,allow_hierarchical,0,0.004,0.134,,0.003
5097,allow_hierarchical,0,0.0,0.018,,0.002
5098,allow_hierarchical,0,0.021,0.412,,0.007
5099,allow_hierarchical,0,0.008,0.253,,0.003
5100,allow_hierarchical,0,0.001,0.109,,0.003
5101,allow_hierarchical,0,0.005,0.155,,0.002
5102,allow_hierarchical,0,0.007,0.291,,0.006
5103,allow_hierarchical,0,0.005,0.295,,0.004
5104,allow_hierarchical,0,0.001,0.084,,0.002
5105,allow_hierarchical,0,0.002,0.15,,0.003
5106,allow_hierarchical,0,0.004,0.24,,0.003
5107,allow_hierarchical,0,0.002,0.151,,0.002
5108,allow_hierarchical,0,0.005,0.115,,0.002
5109,allow_hierarchical,0,0.002,0.109,,0.002
5110,allow_hierarchical,0,0.0,0.014,,0.002
5111,allow_hierarchical,0,0.003,0.116,,0.002
5112,allow_hierarchical,0,0.008,0.181,,0.002
5113,allow_hierarchical,0,0.016,0.28,,0.004
5114,allow_hierarchical,0,0.01,0.345,,0.004
5115,allow_hierarchical,0,0.015,0.26,,0.003
5116,allow_hierarchical,0,0.004,0.161,,0.003
5117,allow_hierarchical,0,0.0,0.027,,0.002
5118,allow_hierarchical,0,0.002,0.155,,0.002
5119,allow_hierarchical,0,0.006,0.239,,0.004
5120,allow_hierarchical,0,0.007,0.189,,0.003
5121,allow_hierarchical,0,0.003,0.097,,0.002
5122,allow_hierarchical,0,0.008,0.181,,0.004
5123,allow_hierarchical,0,0.002,0.133,,0.002
5125,allow_hierarchical,0,0.003,0.122,,0.003
5126,allow_hierarchical,0,0.001,0.083,,0.002
5127,allow_hierarchical,0,0.003,0.092,,0.002
5128,allow_hierarchical,0,0.004,0.095,,0.003
5129,allow_hierarchical,0,0.002,0.118,,0.003
5130,allow_hierarchical,0,0.003,0.083,,0.002
5131,allow_hierarchical,0,0.002,0.107,,0.002
5132,allow_hierarchical,0,0.006,0.149,,0.008
5133,allow_hierarchical,0,0.007,0.226,,0.004
5134,allow_hierarchical,0,0.002,0.073,,0.002
5135,allow_hierarchical,0,0.007,0.225,,0.003
5136,allow_hierarchical,0,0.006,0.482,,0.004
5137,allow_hierarchical,0,0.0,0.091,,0.003
5138,allow_hierarchical,0,0.002,0.216,,0.003
5139,allow_hierarchical,0,0.008,0.098,,0.002
5140,allow_hierarchical,0,0.017,0.212,,0.004
5141,allow_hierarchical,0,0.001,0.101,,0.002
5142,allow_hierarchical,0,0.006,0.181,,0.002
5143,allow_hierarchical,0,0.004,0.084,,0.002
5144,allow_hierarchical,0,0.004,0.253,,0.004
5145,allow_hierarchical,0,0.004,0.105,,0.002
5146,allow_hierarchical,0,0.009,0.184,,0.004
5147,allow_hierarchical,0,0.002,0.084,,0.002
5148,allow_hierarchical,0,0.008,0.165,,0.002
5149,allow_hierarchical,0,0.007,0.243,,0.004
5150,allow_hierarchical,0,0.006,0.145,,0.003
5151,allow_hierarchical,0,0.001,0.107,,0.002
5152,allow_hierarchical,0,0.017,0.18,,0.003
5153,allow_hierarchical,0,0.002,0.106,,0.002
5154,allow_hierarchical,0,0.006,0.11,,0.002
5155,allow_hierarchical,0,0.005,0.212,,0.003
5156,allow_hierarchical,0,0.003,0.066,,0.002
5157,allow_hierarchical,0,0.013,0.188,,0.003
5158,allow_hierarchical,0,0.005,0.133,,0.002
5159,allow_hierarchical,0,0.006,0.179,,0.004
5160,allow_hierarchical,0,0.0,0.091,,0.002
5161,allow_hierarchical,0,0.002,0.13,,0.003
5162,allow_hierarchical,0,0.003,0.08,,0.002
5163,allow_hierarchical,0,0.004,0.091,,0.003
5164,allow_hierarchical,0,0.003,0.109,,0.002
5165,allow_hierarchical,0,0.008,0.192,,0.003
5166,allow_hierarchical,0,0.009,0.087,,0.002
5167,allow_hierarchical,0,0.002,0.083,,0.003
5168,allow_hierarchical,0,0.004,0.123,,0.003
5169,allow_hierarchical,0,0.002,0.078,,0.002
5170,allow_hierarchical,0,0.009,0.175,,0.003
5171,allow_hierarchical,0,0.002,0.088,,0.002
5172,allow_hierarchical,0,0.0,0.096,,0.002
5173,allow_hierarchical,0,0.002,0.082,,0.002
5174,allow_hierarchical,0,0.004,0.093,,0.003
5175,allow_hierarchical,0,0.004,0.116,,0.003
5176,allow_hierarchical,0,0.002,0.098,,0.003
5177,allow_hierarchical,0,0.003,0.091,,0.003
5178,allow_hierarchical,0,0.004,0.115,,0.003
5179,allow_hierarchical,0,0.003,0.108,,0.002
5180,allow_hierarchical,0,0.003,0.118,,0.003
5181,allow_hierarchical,0,0.007,0.19,,0.003
5182,allow_hierarchical,0,0.006,0.22,,0.003
5183,allow_hierarchical,0,0.005,0.151,,0.002
5184,allow_hierarchical,0,0.006,0.154,,0.004
5185,allow_hierarchical,0,0.004,0.174,,0.003
5186,allow_hierarchical,0,0.003,0.071,,0.002
5187,allow_hierarchical,0,0.002,0.111,,0.003
5188,allow_hierarchical,0,0.002,0.096,,0.002
5189,allow_hierarchical,0,0.002,0.163,,0.003
5190,allow_hierarchical,0,0.003,0.193,,0.002
5191,allow_hierarchical,0,0.004,0.2,,0.003
5192,allow_hierarchical,0,0.004,0.123,,0.002
5193,allow_hierarchical,0,0.008,0.246,,0.003
5194,allow_hierarchical,0,0.002,0.105,,0.002
5195,allow_hierarchical,0,0.007,0.118,,0.002
5196,allow_hierarchical,0,0.004,0.111,,0.003
5197,allow_hierarchical,0,0.0,0.076,,0.002
5198,allow_hierarchical,0,0.01,0.377,,0.005
5199,allow_hierarchical,0,0.005,0.25,,0.003
5200,allow_hierarchical,0,0.0,0.064,,0.002
5201,allow_hierarchical,0,0.018,0.374,,0.004
5202,allow_hierarchical,0,0.003,0.109,,0.002
5203,allow_hierarchical,0,0.008,0.22,,0.005
5204,allow_hierarchical,0,0.002,0.096,,0.003
5205,allow_hierarchical,0,0.003,0.106,,0.002
5206,allow_hierarchical,0,0.003,0.167,,0.004
5207,allow_hierarchical,0,0.003,0.184,,0.002
5208,allow_hierarchical,0,0.002,0.138,,0.002
5209,allow_hierarchical,0,0.004,0.14,,0.003
5210,allow_hierarchical,0,0.003,0.122,,0.002
5211,allow_hierarchical,0,0.005,0.127,,0.003
5212,allow_hierarchical,0,0.002,0.099,,0.003
5213,allow_hierarchical,0,0.003,0.103,,0.002
5214,allow_hierarchical,0,0.006,0.241,,0.004
5215,allow_hierarchical,0,0.003,0.156,,0.004
5216,allow_hierarchical,0,0.001,0.068,,0.002
5217,allow_hierarchical,0,0.004,0.122,,0.002
5218,allow_hierarchical,0,0.002,0.106,,0.002
5219,allow_hierarchical,0,0.003,0.161,,0.003
5220,allow_hierarchical,0,0.0,0.066,,0.002
5221,allow_hierarchical,0,0.0,0.043,,0.002
5222,allow_hierarchical,0,0.001,0.079,,0.002
5223,allow_hierarchical,0,0.002,0.125,,0.002
5224,allow_hierarchical,0,0.002,0.133,,0.002
5225,allow_hierarchical,0,0.003,0.101,,0.002
5226,allow_hierarchical,0,0.0,0.072,,0.002
5227,allow_hierarchical,0,0.007,0.176,,0.003
5228,allow_hierarchical,0,0.006,0.122,,0.002
5229,allow_hierarchical,0,0.002,0.084,,0.002
5230,allow_hierarchical,0,0.002,0.079,,0.002
5231,allow_hierarchical,0,0.002,0.069,,0.002
5232,allow_hierarchical,0,0.004,0.163,,0.003
5233,allow_hierarchical,0,0.001,0.075,,0.002
5234,allow_hierarchical,0,0.002,0.121,,0.003
5235,allow_hierarchical,0,0.001,0.099,,0.002
5236,allow_hierarchical,0,0.002,0.083,,0.002
5237,allow_hierarchical,0,0.004,0.098,,0.003
5238,allow_hierarchical,0,0.005,0.364,,0.006
5239,allow_hierarchical,0,0.014,0.141,,0.003
5240,allow_hierarchical,0,0.001,0.088,,0.002
5241,allow_hierarchical,0,0.003,0.127,,0.003
5242,allow_hierarchical,0,0.003,0.159,,0.004
5243,allow_hierarchical,0,0.0,0.047,,0.002
5244,allow_hierarchical,0,0.002,0.092,,0.003
5245,allow_hierarchical,0,0.005,0.142,,0.003
5246,allow_hierarchical,0,0.008,0.245,,0.004
5247,allow_hierarchical,0,0.005,0.143,,0.003
5248,allow_hierarchical,0,0.002,0.139,,0.005
5249,allow_hierarchical,0,0.001,0.114,,0.003
5250,allow_hierarchical,0,0.004,0.151,,0.003
5251,allow_hierarchical,0,0.007,0.137,,0.002
5252,allow_hierarchical,0,0.001,0.083,,0.003
5253,allow_hierarchical,0,0.007,0.219,,0.003
5254,allow_hierarchical,0,0.004,0.15,,0.003
5255,allow_hierarchical,0,0.007,0.265,,0.005
5256,allow_hierarchical,0,0.0,0.043,,0.002
5257,allow_hierarchical,0,0.001,0.116,,0.002
5258,allow_hierarchical,0,0.006,0.152,,0.004
5259,allow_hierarchical,0,0.002,0.087,,0.002
5260,allow_hierarchical,0,0.008,0.135,,0.003
5261,allow_hierarchical,0,0.004,0.196,,0.003
5262,allow_hierarchical,0,0.006,0.095,,0.003
5263,allow_hierarchical,0,0.005,0.187,,0.003
5264,allow_hierarchical,0,0.002,0.112,,0.003
5265,allow_hierarchical,0,0.001,0.09,,0.002
5266,allow_hierarchical,0,0.007,0.22,,0.004
5267,allow_hierarchical,0,0.002,0.141,,0.002
5268,allow_hierarchical,0,0.001,0.084,,0.003
5269,allow_hierarchical,0,0.004,0.106,,0.003
5270,allow_hierarchical,0,0.008,0.184,,0.003
5271,allow_hierarchical,0,0.004,0.154,,0.003
5272,allow_hierarchical,0,0.004,0.216,,0.004
5273,allow_hierarchical,0,0.004,0.14,,0.003
5274,allow_hierarchical,0,0.005,0.137,,0.003
5275,allow_hierarchical,0,0.006,0.18,,0.004
5276,allow_hierarchical,0,0.002,0.09,,0.003
5277,allow_hierarchical,0,0.004,0.4,,0.012
5278,allow_hierarchical,0,0.012,0.143,,0.003
5279,allow_hierarchical,0,0.008,0.255,,0.004
5280,allow_hierarchical,0,0.002,0.099,,0.004
5281,allow_hierarchical,0,0.01,0.155,,0.003
5282,allow_hierarchical,0,0.009,0.218,,0.012
5283,allow_hierarchical,0,0.017,0.639,,0.008
5284,allow_hierarchical,0,0.034,0.653,,0.005
5285,allow_hierarchical,0,0.0,0.038,,0.002
5286,allow_hierarchical,0,0.0,0.0,,0.0
5287,allow_hierarchical,0,0.003,0.171,,0.002
5288,allow_hierarchical,0,0.001,0.175,,0.002
5289,allow_hierarchical,0,0.012,0.223,,0.003
5290,allow_hierarchical,0,0.001,0.174,,0.003
5292,allow_hierarchical,0,0.004,0.183,,0.003
5293,allow_hierarchical,0,0.015,0.4,,0.005
5294,allow_hierarchical,0,0.0,0.092,,0.002
5295,allow_hierarchical,0,0.003,0.13,,0.002
5296,allow_hierarchical,0,0.0,0.066,,0.002
5297,allow_hierarchical,0,0.008,0.202,,0.002
5298,allow_hierarchical,0,0.002,0.105,,0.002
5299,allow_hierarchical,0,0.001,0.122,,0.002
5300,allow_hierarchical,0,0.001,0.072,,0.002
5301,allow_hierarchical,0,0.002,0.087,,0.002
5302,allow_hierarchical,0,0.006,0.146,,0.002
5303,allow_hierarchical,0,0.003,0.117,,0.002
5304,allow_hierarchical,0,0.0,0.086,,0.002
5305,allow_hierarchical,0,0.002,0.07,,0.002
5306,allow_hierarchical,0,0.004,0.165,,0.003
5307,allow_hierarchical,0,0.006,0.156,,0.003
5308,allow_hierarchical,0,0.003,0.137,,0.003
5309,allow_hierarchical,0,0.003,0.19,,0.003
5310,allow_hierarchical,0,0.0,0.075,,0.002
5311,allow_hierarchical,0,0.002,0.072,,0.002
5312,allow_hierarchical,0,0.001,0.151,,0.002
5313,allow_hierarchical,0,0.001,0.071,,0.002
5314,allow_hierarchical,0,0.004,0.144,,0.003
5315,allow_hierarchical,0,0.001,0.075,,0.002
5316,allow_hierarchical,0,0.002,0.149,,0.003
5317,allow_hierarchical,0,0.012,0.261,,0.005
5318,allow_hierarchical,0,0.011,0.241,,0.006
5319,allow_hierarchical,0,0.005,0.092,,0.002
5320,allow_hierarchical,0,0.0,0.046,,0.002
5321,allow_hierarchical,0,0.003,0.206,,0.003
5322,allow_hierarchical,0,0.004,0.097,,0.002
5323,allow_hierarchical,0,0.003,0.092,,0.002
5325,allow_hierarchical,0,0.006,0.373,,0.006
5326,allow_hierarchical,0,0.003,0.11,,0.002
5327,allow_hierarchical,0,0.003,0.104,,0.002
5328,allow_hierarchical,0,0.005,0.146,,0.002
5329,allow_hierarchical,0,0.007,0.169,,0.004
5330,allow_hierarchical,0,0.005,0.186,,0.002
5331,allow_hierarchical,0,0.003,0.117,,0.003
5332,allow_hierarchical,0,0.004,0.105,,0.003
5333,allow_hierarchical,0,0.006,0.223,,0.003
5334,allow_hierarchical,0,0.003,0.138,,0.002
5335,allow_hierarchical,0,0.0,0.075,,0.002
5336,allow_hierarchical,0,0.0,0.09,,0.002
5337,allow_hierarchical,0,0.003,0.128,,0.003
5338,allow_hierarchical,0,0.016,0.239,,0.003
5339,allow_hierarchical,0,0.005,0.203,,0.004
5340,allow_hierarchical,0,0.0,0.079,,0.002
5341,allow_hierarchical,0,0.011,0.264,,0.004
5342,allow_hierarchical,0,0.005,0.163,,0.002
5343,allow_hierarchical,0,0.013,0.354,,0.005
5344,allow_hierarchical,0,0.002,0.112,,0.003
5345,allow_hierarchical,0,0.003,0.085,,0.002
5346,allow_hierarchical,0,0.001,0.085,,0.002
5347,allow_hierarchical,0,0.002,0.088,,0.002
5348,allow_hierarchical,0,0.0,0.077,,0.002
5349,allow_hierarchical,0,0.005,0.28,,0.009
5350,allow_hierarchical,0,0.003,0.11,,0.003
5351,allow_hierarchical,0,0.001,0.093,,0.002
5352,allow_hierarchical,0,0.001,0.096,,0.002
5353,allow_hierarchical,0,0.003,0.09,,0.002
5354,allow_hierarchical,0,0.003,0.142,,0.008
5355,allow_hierarchical,0,0.001,0.067,,0.002
5356,allow_hierarchical,0,0.005,0.145,,0.004
5357,allow_hierarchical,0,0.007,0.221,,0.003
5358,allow_hierarchical,0,0.01,0.5,,0.007
5359,allow_hierarchical,0,0.01,0.142,,0.002
5360,allow_hierarchical,0,0.023,0.169,,0.003
5361,allow_hierarchical,0,0.003,0.099,,0.002
5362,allow_hierarchical,0,0.001,0.093,,0.002
5363,allow_hierarchical,0,0.0,0.09,,0.002
5364,allow_hierarchical,0,0.005,0.202,,0.003
5365,allow_hierarchical,0,0.002,0.069,,0.002
5366,allow_hierarchical,0,0.004,0.22,,0.005
5367,allow_hierarchical,0,0.004,0.137,,0.003
5368,allow_hierarchical,0,0.008,0.215,,0.004
5369,allow_hierarchical,0,0.001,0.07,,0.002
5370,allow_hierarchical,0,0.02,0.886,,0.011
5371,allow_hierarchical,0,0.002,0.183,,0.002
5372,allow_hierarchical,0,0.015,0.358,,0.005
5373,allow_hierarchical,0,0.041,0.412,,0.003
5374,allow_hierarchical,0,0.002,0.154,,0.003
5375,allow_hierarchical,0,0.014,0.308,,0.009
5376,allow_hierarchical,0,0.016,0.269,,0.004
5377,allow_hierarchical,0,0.039,0.474,,0.006
5378,allow_hierarchical,0,0.025,0.24,,0.003
5379,allow_hierarchical,0,0.002,0.092,,0.003
5380,allow_hierarchical,0,0.006,0.122,,0.004
5381,allow_hierarchical,0,0.0,0.071,,0.002
5382,allow_hierarchical,0,0.001,0.095,,0.003
5383,allow_hierarchical,0,0.003,0.122,,0.002
5384,allow_hierarchical,0,0.004,0.089,,0.002
5385,allow_hierarchical,0,0.011,0.159,,0.003
5386,allow_hierarchical,0,0.005,0.101,,0.002
5387,allow_hierarchical,0,0.005,0.178,,0.003
5388,allow_hierarchical,0,0.005,0.157,,0.003
5389,allow_hierarchical,0,0.001,0.084,,0.003
5390,allow_hierarchical,0,0.004,0.113,,0.003
5391,allow_hierarchical,0,0.005,0.26,,0.004
5392,allow_hierarchical,0,0.004,0.135,,0.002
5393,allow_hierarchical,0,0.007,0.143,,0.003
5394,allow_hierarchical,0,0.004,0.164,,0.002
5395,allow_hierarchical,0,0.001,0.073,,0.002
5396,allow_hierarchical,0,0.005,0.141,,0.002
5397,allow_hierarchical,0,0.006,0.159,,0.002
5398,allow_hierarchical,0,0.004,0.12,,0.002
5399,allow_hierarchical,0,0.004,0.118,,0.003
5400,allow_hierarchical,0,0.002,0.073,,0.002
5401,allow_hierarchical,0,0.003,0.129,,0.003
5402,allow_hierarchical,0,0.003,0.098,,0.002
5403,allow_hierarchical,0,0.007,0.243,,0.004
5404,allow_hierarchical,0,0.0,0.063,,0.001
5405,allow_hierarchical,0,0.003,0.125,,0.002
5406,allow_hierarchical,0,0.001,0.094,,0.002
5407,allow_hierarchical,0,0.001,0.063,,0.001
5408,allow_hierarchical,0,0.001,0.066,,0.002
5409,allow_hierarchical,0,0.005,0.125,,0.004
5410,allow_hierarchical,0,0.0,0.055,,0.002
5411,allow_hierarchical,0,0.0,0.079,,0.002
5412,allow_hierarchical,0,0.0,0.091,,0.002
5413,allow_hierarchical,0,0.002,0.101,,0.002
5414,allow_hierarchical,0,0.003,0.16,,0.003
5415,allow_hierarchical,0,0.001,0.075,,0.002
5416,allow_hierarchical,0,0.002,0.075,,0.002
5417,allow_hierarchical,0,0.001,0.069,,0.002
5418,allow_hierarchical,0,0.007,0.146,,0.004
5419,allow_hierarchical,0,0.003,0.265,,0.005
5420,allow_hierarchical,0,0.004,0.185,,0.004
5421,allow_hierarchical,0,0.003,0.07,,0.002
5422,allow_hierarchical,0,0.018,0.67,,0.005
5423,allow_hierarchical,0,0.002,0.137,,0.002
5424,allow_hierarchical,0,0.002,0.123,,0.003
5425,allow_hierarchical,0,0.005,0.177,,0.002
5426,allow_hierarchical,0,0.015,0.152,,0.002
5427,allow_hierarchical,0,0.001,0.069,,0.002
5428,allow_hierarchical,0,0.008,0.193,,0.004
5429,allow_hierarchical,0,0.003,0.108,,0.002
5430,allow_hierarchical,0,0.004,0.16,,0.008
5431,allow_hierarchical,0,0.005,0.203,,0.004
5432,allow_hierarchical,0,0.002,0.116,,0.003
5433,allow_hierarchical,0,0.014,0.652,,0.006
5434,allow_hierarchical,0,0.007,0.134,,0.003
5435,allow_hierarchical,0,0.001,0.168,,0.002
5436,allow_hierarchical,0,0.013,0.18,,0.003
5437,allow_hierarchical,0,0.004,0.116,,0.003
5438,allow_hierarchical,0,0.0,0.084,,0.003
5439,allow_hierarchical,0,0.003,0.07,,0.002
5440,allow_hierarchical,0,0.003,0.093,,0.002
5441,allow_hierarchical,0,0.002,0.077,,0.002
5442,allow_hierarchical,0,0.001,0.093,,0.003
5443,allow_hierarchical,0,0.004,0.191,,0.003
5444,allow_hierarchical,0,0.003,0.125,,0.003
5445,allow_hierarchical,0,0.004,0.164,,0.004
5446,allow_hierarchical,0,0.002,0.139,,0.003
5447,allow_hierarchical,0,0.007,0.216,,0.005
5448,allow_hierarchical,0,0.0,0.04,,0.002
5449,allow_hierarchical,0,0.019,0.425,,0.004
5450,allow_hierarchical,0,0.001,0.095,,0.002
5451,allow_hierarchical,0,0.004,0.289,,0.01
5452,allow_hierarchical,0,0.017,0.944,,0.008
5453,allow_hierarchical,0,0.003,0.124,,0.003
5454,allow_hierarchical,0,0.005,0.285,,0.003
5455,allow_hierarchical,0,0.001,0.189,,0.005
5456,allow_hierarchical,0,0.004,0.193,,0.003
5457,allow_hierarchical,0,0.009,0.187,,0.004
5458,allow_hierarchical,0,0.02,0.15,,0.002
5459,allow_hierarchical,0,0.005,0.138,,0.003
5460,allow_hierarchical,0,0.002,0.104,,0.002
5461,allow_hierarchical,0,0.003,0.119,,0.003
5462,allow_hierarchical,0,0.001,0.123,,0.011
5463,allow_hierarchical,0,0.0,0.056,,0.002
5464,allow_hierarchical,0,0.006,0.458,,0.007
5465,allow_hierarchical,0,0.003,0.133,,0.003
5466,allow_hierarchical,0,0.001,0.097,,0.003
5467,allow_hierarchical,0,0.01,0.223,,0.003
5468,allow_hierarchical,0,0.0,0.051,,0.002
5469,allow_hierarchical,0,0.016,0.17,,0.003
5470,allow_hierarchical,0,0.001,0.075,,0.002
5471,allow_hierarchical,0,0.002,0.112,,0.002
5472,allow_hierarchical,0,0.002,0.129,,0.003
5473,allow_hierarchical,0,0.0,0.055,,0.002
5474,allow_hierarchical,0,0.01,0.33,,0.003
5475,allow_hierarchical,0,0.0,0.098,,0.002
5476,allow_hierarchical,0,0.012,0.233,,0.004
5477,allow_hierarchical,0,0.004,0.139,,0.004
5478,allow_hierarchical,0,0.006,0.198,,0.003
5479,allow_hierarchical,0,0.002,0.147,,0.004
5480,allow_hierarchical,0,0.005,0.173,,0.002
5481,allow_hierarchical,0,0.003,0.147,,0.002
5482,allow_hierarchical,0,0.004,0.074,,0.003
5483,allow_hierarchical,0,0.01,0.345,,0.004
5484,allow_hierarchical,0,0.001,0.071,,0.001
5485,allow_hierarchical,0,0.004,0.186,,0.003
5486,allow_hierarchical,0,0.004,0.141,,0.002
5487,allow_hierarchical,0,0.003,0.12,,0.003
5488,allow_hierarchical,0,0.001,0.074,,0.001
5489,allow_hierarchical,0,0.0,0.059,,0.002
5490,allow_hierarchical,0,0.0,0.07,,0.002
5491,allow_hierarchical,0,0.004,0.142,,0.002
5492,allow_hierarchical,0,0.0,0.091,,0.002
5493,allow_hierarchical,0,0.002,0.11,,0.003
5494,allow_hierarchical,0,0.008,0.106,,0.002
5495,allow_hierarchical,0,0.008,0.182,,0.005
5496,allow_hierarchical,0,0.003,0.104,,0.003
5497,allow_hierarchical,0,0.005,0.17,,0.004
5498,allow_hierarchical,0,0.004,0.17,,0.005
5499,allow_hierarchical,0,0.002,0.077,,0.002
5500,allow_hierarchical,0,0.0,0.077,,0.002
5501,allow_hierarchical,0,0.002,0.068,,0.002
5502,allow_hierarchical,0,0.004,0.215,,0.005
5503,allow_hierarchical,0,0.004,0.174,,0.002
5504,allow_hierarchical,0,0.005,0.182,,0.003
5505,allow_hierarchical,0,0.0,0.067,,0.002
5506,allow_hierarchical,0,0.003,0.143,,0.002
5507,allow_hierarchical,0,0.002,0.109,,0.003
5508,allow_hierarchical,0,0.007,0.324,,0.004
5509,allow_hierarchical,0,0.0,0.055,,0.002
5510,allow_hierarchical,0,0.002,0.105,,0.002
5511,allow_hierarchical,0,0.005,0.257,,0.003
5512,allow_hierarchical,0,0.001,0.236,,0.002
5513,allow_hierarchical,0,0.012,0.566,,0.008
5514,allow_hierarchical,0,0.013,0.409,,0.005
5515,allow_hierarchical,0,0.021,0.328,,0.003
5516,allow_hierarchical,0,0.001,0.103,,0.003
5517,allow_hierarchical,0,0.004,0.185,,0.003
5518,allow_hierarchical,0,0.009,0.197,,0.003
5519,allow_hierarchical,0,0.004,0.148,,0.002
5520,allow_hierarchical,0,0.002,0.07,,0.002
5521,allow_hierarchical,0,0.003,0.101,,0.002
5522,allow_hierarchical,0,0.006,0.114,,0.002
5523,allow_hierarchical,0,0.004,0.117,,0.002
5524,allow_hierarchical,0,0.004,0.098,,0.003
5525,allow_hierarchical,0,0.004,0.097,,0.002
5526,allow_hierarchical,0,0.002,0.074,,0.002
5527,allow_hierarchical,0,0.002,0.082,,0.002
5528,allow_hierarchical,0,0.002,0.15,,0.003
5529,allow_hierarchical,0,0.001,0.075,,0.002
5530,allow_hierarchical,0,0.002,0.076,,0.002
5531,allow_hierarchical,0,0.001,0.071,,0.002
5532,allow_hierarchical,0,0.005,0.214,,0.003
5533,allow_hierarchical,0,0.004,0.17,,0.003
5534,allow_hierarchical,0,0.003,0.187,,0.003
5535,allow_hierarchical,0,0.003,0.107,,0.002
5536,allow_hierarchical,0,0.009,0.305,,0.006
5537,allow_hierarchical,0,0.005,0.211,,0.005
5538,allow_hierarchical,0,0.007,0.175,,0.004
5539,allow_hierarchical,0,0.002,0.145,,0.003
5540,allow_hierarchical,0,0.0,0.064,,0.002
5541,allow_hierarchical,0,0.003,0.106,,0.002
5542,allow_hierarchical,0,0.021,0.303,,0.009
5543,allow_hierarchical,0,0.002,0.137,,0.003
5544,allow_hierarchical,0,0.008,0.347,,0.005
5545,allow_hierarchical,0,0.006,0.102,,0.003
5546,allow_hierarchical,0,0.001,0.11,,0.003
5547,allow_hierarchical,0,0.001,0.084,,0.002
5548,allow_hierarchical,0,0.001,0.089,,0.003
5549,allow_hierarchical,0,0.002,0.067,,0.002
5550,allow_hierarchical,0,0.003,0.207,,0.007
5551,allow_hierarchical,0,0.015,0.577,,0.006
5552,allow_hierarchical,0,0.028,0.389,,0.005
5553,allow_hierarchical,0,0.0,0.05,,0.006
5554,allow_hierarchical,0,0.002,0.105,,0.002
5555,allow_hierarchical,0,0.003,0.091,,0.002
5556,allow_hierarchical,0,0.003,0.101,,0.002
5557,allow_hierarchical,0,0.001,0.076,,0.002
5558,allow_hierarchical,0,0.002,0.072,,0.002
5559,allow_hierarchical,0,0.001,0.102,,0.002
5560,allow_hierarchical,0,0.002,0.098,,0.003
5561,allow_hierarchical,0,0.0,0.054,,0.002
5562,allow_hierarchical,0,0.001,0.085,,0.002
5563,allow_hierarchical,0,0.0,0.086,,0.002
5564,allow_hierarchical,0,0.005,0.224,,0.005
5565,allow_hierarchical,0,0.004,0.134,,0.002
5566,allow_hierarchical,0,0.003,0.115,,0.002
5567,allow_hierarchical,0,0.002,0.09,,0.002
5568,allow_hierarchical,0,0.004,0.154,,0.004
5569,allow_hierarchical,0,0.003,0.225,,0.005
5570,allow_hierarchical,0,0.004,0.106,,0.003
5571,allow_hierarchical,0,0.004,0.264,,0.004
5572,allow_hierarchical,0,0.003,0.176,,0.006
5573,allow_hierarchical,0,0.01,0.279,,0.005
5574,allow_hierarchical,0,0.005,0.248,,0.004
5575,allow_hierarchical,0,0.004,0.109,,0.003
5576,allow_hierarchical,0,0.007,0.153,,0.003
5577,allow_hierarchical,0,0.005,0.225,,0.004
5578,allow_hierarchical,0,0.004,0.129,,0.003
5580,allow_hierarchical,0,0.007,0.129,,0.003
5581,allow_hierarchical,0,0.005,0.118,,0.003
5582,allow_hierarchical,0,0.002,0.164,,0.003
5583,allow_hierarchical,0,0.017,0.437,,0.007
5584,allow_hierarchical,0,0.002,0.096,,0.003
5585,allow_hierarchical,0,0.02,0.555,,0.008
5586,allow_hierarchical,0,0.003,0.198,,0.003
